[hastings]s2197197: cat slurm-2226131.out
============================================================
TimeSformer Fine-tuning — Experiment: concat
============================================================
Device: cuda

Loading base model...

Parameter summary:
  Total:     121,927,260
  Trainable: 534,702  (0.4%) — concat classifier only
  Frozen:    121,392,558  (99.6%) — entire backbone frozen

Starting from scratch
Loaded 168913 training samples

============================================================
Epoch 1/5
============================================================
Epoch 1 started — 21114 batches
  Epoch 2 Step 6500/21114: loss=0.5142  top-1=85.64%
  Epoch 2 Step 6600/21114: loss=0.5157  top-1=85.61%
  Epoch 2 Step 6700/21114: loss=0.5173  top-1=85.58%
  Epoch 2 Step 6800/21114: loss=0.5175  top-1=85.58%
  Epoch 2 Step 6900/21114: loss=0.5177  top-1=85.58%
  Epoch 2 Step 7000/21114: loss=0.5184  top-1=85.57%
  Epoch 2 Step 7100/21114: loss=0.5194  top-1=85.52%
  Epoch 2 Step 7200/21114: loss=0.5198  top-1=85.52%
  Epoch 2 Step 7300/21114: loss=0.5202  top-1=85.51%
  Epoch 2 Step 7400/21114: loss=0.5205  top-1=85.50%
  Epoch 2 Step 7500/21114: loss=0.5200  top-1=85.52%
  Epoch 2 Step 7600/21114: loss=0.5209  top-1=85.51%
  Epoch 2 Step 7700/21114: loss=0.5219  top-1=85.49%
  Epoch 2 Step 7800/21114: loss=0.5212  top-1=85.50%
  Epoch 2 Step 7900/21114: loss=0.5223  top-1=85.49%
  Epoch 2 Step 8000/21114: loss=0.5219  top-1=85.49%
  Epoch 2 Step 8100/21114: loss=0.5218  top-1=85.50%
  Epoch 2 Step 8200/21114: loss=0.5222  top-1=85.49%
  Epoch 2 Step 8300/21114: loss=0.5223  top-1=85.49%
  Epoch 2 Step 8400/21114: loss=0.5227  top-1=85.50%
  Epoch 2 Step 8500/21114: loss=0.5229  top-1=85.50%
  Epoch 2 Step 8600/21114: loss=0.5246  top-1=85.46%
  Epoch 2 Step 8700/21114: loss=0.5250  top-1=85.45%
  Epoch 2 Step 8800/21114: loss=0.5257  top-1=85.45%
  Epoch 2 Step 8900/21114: loss=0.5254  top-1=85.45%
  Epoch 2 Step 9000/21114: loss=0.5255  top-1=85.44%
  Epoch 2 Step 9100/21114: loss=0.5263  top-1=85.43%
  Epoch 2 Step 9200/21114: loss=0.5265  top-1=85.42%
  Epoch 2 Step 9300/21114: loss=0.5283  top-1=85.39%
  Epoch 2 Step 9400/21114: loss=0.5290  top-1=85.39%
  Epoch 2 Step 9500/21114: loss=0.5288  top-1=85.38%
  Epoch 2 Step 9600/21114: loss=0.5296  top-1=85.37%
  Epoch 2 Step 9700/21114: loss=0.5304  top-1=85.36%
  Epoch 2 Step 9800/21114: loss=0.5308  top-1=85.36%
  Epoch 2 Step 9900/21114: loss=0.5309  top-1=85.35%
  Epoch 2 Step 10000/21114: loss=0.5307  top-1=85.36%
  Epoch 2 Step 10100/21114: loss=0.5301  top-1=85.36%
  Epoch 2 Step 10200/21114: loss=0.5302  top-1=85.36%
  Epoch 2 Step 10300/21114: loss=0.5308  top-1=85.34%
  Epoch 2 Step 10400/21114: loss=0.5311  top-1=85.34%
  Epoch 2 Step 10500/21114: loss=0.5308  top-1=85.34%
  Epoch 2 Step 10600/21114: loss=0.5315  top-1=85.32%
  Epoch 2 Step 10700/21114: loss=0.5323  top-1=85.30%
  Epoch 2 Step 10800/21114: loss=0.5335  top-1=85.28%
  Epoch 2 Step 10900/21114: loss=0.5332  top-1=85.29%
  Epoch 2 Step 11000/21114: loss=0.5336  top-1=85.29%
  Epoch 2 Step 11100/21114: loss=0.5343  top-1=85.26%
  Epoch 2 Step 11200/21114: loss=0.5347  top-1=85.26%
  Epoch 2 Step 11300/21114: loss=0.5352  top-1=85.25%
  Epoch 2 Step 11400/21114: loss=0.5365  top-1=85.22%
  Epoch 2 Step 11500/21114: loss=0.5370  top-1=85.20%
  Epoch 2 Step 11600/21114: loss=0.5378  top-1=85.20%
  Epoch 2 Step 11700/21114: loss=0.5383  top-1=85.20%
  Epoch 2 Step 11800/21114: loss=0.5384  top-1=85.19%
  Epoch 2 Step 11900/21114: loss=0.5392  top-1=85.17%
  Epoch 2 Step 12000/21114: loss=0.5397  top-1=85.15%
  Epoch 2 Step 12100/21114: loss=0.5392  top-1=85.16%
  Epoch 2 Step 12200/21114: loss=0.5394  top-1=85.16%
  Epoch 2 Step 12300/21114: loss=0.5394  top-1=85.15%
  Epoch 2 Step 12400/21114: loss=0.5398  top-1=85.13%
  Epoch 2 Step 12500/21114: loss=0.5409  top-1=85.11%
  Epoch 2 Step 12600/21114: loss=0.5411  top-1=85.10%
